StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q20,resentment1_control,resentment2_control,resentment3_control,resentment4_control,resentment_control_Same,resentment1_men,resentment2_men,resentment3_men,resentment4_men,resentment_men_Same,resentment1_women,resentment2_women,resentment3_women,resentment4_women,resentment_women_Same,resentment1_lgbt,resentment2_lgbt,resentment3_lgbt,resentment4_lgbt,resentment_lgbt_Same,attention_check,sexism1_control,sexism2_control,sexism3_control,sexism4_control,sexism5_control,sexism_control_Same,sexism1_white,sexism2_white,sexism3_white,sexism4_white,sexism5_white,sexism_white_Same,sexism1_black,sexism2_black,sexism3_black,sexism4_black,sexism5_black,sexism_black_Same,sexism1_lgbt,sexism2_lgbt,sexism3_lgbt,sexism4_lgbt,sexism5_lgbt,sexism_lgbt_Same,manip_check,ideology,sexual_orientation,gender,religion,italian,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,question_order,resentment_treat,sexism_treat
2020-07-01 16:35:37,2020-07-01 16:36:21,IP Address,*******,100,43,True,2020-07-01 16:36:21,R_3gZBidScRKnQBe8,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Somewhat agree,,,,,,FALSE,,,,,,FALSE,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,FALSE,,,,,,FALSE,,,,,,,5efd0f72-eb52-c2cf-b869-da0931b17522,46,2,1,1,1,2,4,2,46016,1,2,2
2020-07-01 16:32:31,2020-07-01 16:36:39,IP Address,*******,100,247,True,2020-07-01 16:36:39,R_sjUu1UTGYblLDm9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,Black people,Conservative,Heterosexual,Woman,Protestant,No,5efd0ee2-c2f0-ccac-c7dc-87c579379b47,78,2,19,1,1,7,9,3,28460,1,1,1
2020-07-01 16:37:19,2020-07-01 16:37:24,IP Address,*******,100,4,True,2020-07-01 16:37:24,R_1ml9R59nrfCrxLL,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd1004-9dc8-4bcf-e777-83f273248a6d,69,2,-3105,1,1,3,7,1,2038,1,2,1
2020-07-01 16:33:29,2020-07-01 16:37:32,IP Address,*******,100,243,True,2020-07-01 16:37:32,R_2wSshlExFRoH5SO,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly agree,Strongly disagree,Agree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",Somewhat agree,Strongly agree,Agree,Somewhat disagree,Disagree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,"Black people,Women",Conservative,Heterosexual,Woman,Protestant,No,5efd0f1a-7d90-0652-6762-a6e07370eb3f,47,2,10,1,1,2,1,1,2885,1,0,0
2020-07-01 16:34:26,2020-07-01 16:37:49,IP Address,*******,100,202,True,2020-07-01 16:37:49,R_3MKGUDq6VdepaeZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,"Strongly Agree,Strongly disagree",Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,"Black people,Black men,Black women,Lesbian, gay, bisexual, and trans gender Black people,Women,White women,Lesbian, bisexual, and trans gender women",Moderate or middle of the road,Heterosexual,Woman,Roman Catholic,No,5efd0f69-4d78-08bb-fd9b-5f19a3ac62e2,57,2,2,1,1,5,8,4,85006,0,3,0
2020-07-01 16:35:11,2020-07-01 16:37:50,IP Address,*******,100,158,True,2020-07-01 16:37:50,R_1IAXBEHXezRYmED,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,FALSE,"Black people,Women,Lesbian, bisexual, and trans gender women",Liberal,Heterosexual,Woman,Other,Yes,5efd0f71-47c5-f326-95ed-eb601e69363e,72,2,2,1,1,6,1,2,45206,1,0,3
2020-07-01 16:31:14,2020-07-01 16:38:01,IP Address,*******,100,406,True,2020-07-01 16:38:01,R_21v0iuvWy6bMeyC,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Women,Extremely conservative,Heterosexual,Woman,Protestant,Yes,5efd0ea1-8a69-ed66-1c3f-1e3437823d80,72,2,18,1,1,3,10,4,85208,0,0,0
2020-07-01 16:29:09,2020-07-01 16:38:33,IP Address,*******,100,563,True,2020-07-01 16:38:33,R_UyB58CrZjjEo2jL,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,FALSE,"Strongly Agree,Disagree",,,,,,FALSE,,,,,,FALSE,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,FALSE,,,,,,FALSE,Black women,Conservative,Heterosexual,Woman,Protestant,,5efd0dd5-477f-c77b-e957-2b73d6ff1a8f,60,2,1,1,1,4,10,4,97603,1,3,2
2020-07-01 16:37:26,2020-07-01 16:38:37,IP Address,*******,100,71,True,2020-07-01 16:38:37,R_Xijx5FxRC1BopQ5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black people,White women",Liberal,Heterosexual,Woman,Protestant,Yes,5efd0ffa-4554-926e-36a6-6cd978c7b29f,32,2,11,1,1,7,1,4,87120,0,0,1
2020-07-01 16:35:18,2020-07-01 16:38:43,IP Address,*******,100,205,True,2020-07-01 16:38:43,R_qwPLc9BST0SlmDL,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,,FALSE,Black women,Extremely conservative,Heterosexual,Woman,Nothing in particular,No,5efd0f88-ef9c-87f9-93ca-f7e72aa46313,59,2,4,1,1,2,10,4,98101,0,0,2
2020-07-01 16:36:10,2020-07-01 16:38:46,IP Address,*******,100,155,True,2020-07-01 16:38:46,R_3O1DHLsaib77VI9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,FALSE,"Lesbian, gay, bisexual, and trans gender Black people",Conservative,Heterosexual,Woman,Other,No,5efd0f9a-f3df-3d86-c628-467cc54be06b,49,2,3,15,1,2,10,4,99901,0,2,3
2020-07-01 16:35:37,2020-07-01 16:38:50,IP Address,*******,100,193,True,2020-07-01 16:38:51,R_1Ne5Hypk0mXAwJ9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,FALSE,"Somewhat disagree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,,FALSE,"Black women,Lesbian, gay, bisexual, and trans gender Black people,Lesbian, bisexual, and trans gender women",Slightly liberal,Heterosexual,Woman,Roman Catholic,Yes,5efd0f9b-a127-2209-b98c-fbda69c4d23d,53,2,1,1,1,4,1,1,6610,1,3,2
2020-07-01 16:31:08,2020-07-01 16:39:00,IP Address,*******,100,472,True,2020-07-01 16:39:01,R_1mlz3jonMSGx9PU,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly agree,Disagree,Disagree,Strongly agree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,"Black men,Black women",Extremely conservative,Heterosexual,Woman,Roman Catholic,Yes,5efd0e90-fde1-95cd-4fbf-9ca052ae899b,69,2,4,1,1,7,10,3,33540,0,2,0
2020-07-01 16:30:59,2020-07-01 16:39:05,IP Address,*******,100,486,True,2020-07-01 16:39:05,R_2TvjqKTKRNmWrGF,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black women,White women",Moderate or middle of the road,Heterosexual,Woman,Nothing in particular,No,5efd0e71-9f55-69f7-6e95-3cd426e0ce40,50,2,8,1,1,2,4,3,30184,0,2,1
2020-07-01 16:36:39,2020-07-01 16:39:53,IP Address,*******,100,193,True,2020-07-01 16:39:53,R_3KPkWeJEhH1XYn0,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,FALSE,"Lesbian, bisexual, and trans gender women",Moderate or middle of the road,Heterosexual,Woman,Protestant,No,5efd0feb-e66f-dd40-081e-07468fbb7381,70,2,3,1,1,3,2,1,12859,0,1,3
2020-07-01 16:37:28,2020-07-01 16:39:56,IP Address,*******,100,148,True,2020-07-01 16:39:56,R_DxaMTU1IqMTockV,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black men,White women",Moderate or middle of the road,Heterosexual,Woman,Roman Catholic,No,5efd101b-2462-4572-c3f1-985206425729,61,2,1,1,1,4,1,2,48192,1,1,1
2020-07-01 16:37:25,2020-07-01 16:40:10,IP Address,*******,100,164,True,2020-07-01 16:40:10,R_2qgi4txQjjoCm7y,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,"Lesbian, bisexual, and trans gender women",Slightly liberal,Heterosexual,Woman,Nothing in particular,No,5efd0ffe-a1fb-314b-cfd9-093028003f90,60,2,19,1,1,7,4,1,6074,0,3,3
2020-07-01 16:37:31,2020-07-01 16:40:13,IP Address,*******,100,162,True,2020-07-01 16:40:14,R_3CIrjzDEDp9M6fE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly disagree,Strongly disagree,Agree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Somewhat agree,Disagree,Agree,Strongly agree,Somewhat disagree,FALSE,"Lesbian, bisexual, and trans gender women",Moderate or middle of the road,Heterosexual,Woman,Roman Catholic,No,5efd101a-c8f2-34a7-8555-2ccb899eaba5,49,2,23,1,1,6,10,1,14051,0,2,3
2020-07-01 16:38:56,2020-07-01 16:40:18,IP Address,*******,100,81,True,2020-07-01 16:40:18,R_2y8cybYlsxO79QX,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly disagree,,,,,,FALSE,,,,,,FALSE,Disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,FALSE,,,,,,FALSE,,,,,,,5efd1057-44cd-b5cf-f9b0-9bba9253c8b4,69,2,6,1,1,6,1,2,64119,1,3,2
2020-07-01 16:38:13,2020-07-01 16:40:18,IP Address,*******,100,124,True,2020-07-01 16:40:19,R_2B4FRE1KmWn6sj8,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,FALSE,,,,,,FALSE,,,,,,FALSE,Black women,Moderate or middle of the road,Heterosexual,Woman,Protestant,No,5efd103c-a052-5e7f-c46e-9496e8ca80d3,69,2,20,1,1,6,4,4,85375,1,2,1
2020-07-01 16:39:41,2020-07-01 16:40:45,IP Address,*******,100,63,True,2020-07-01 16:40:46,R_1rC8TTFw91uGxyX,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,FALSE,,,,,FALSE,Strongly disagree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd1090-28cd-b677-d6c2-5f1281a1ff45,44,2,11,7,1,7,2,1,10025,0,2,0
2020-07-01 16:39:40,2020-07-01 16:40:58,IP Address,*******,100,77,True,2020-07-01 16:40:58,R_3PRLefCoXu8HUdX,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly disagree,,,,,,FALSE,,,,,,FALSE,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,FALSE,,,,,,FALSE,,,,,,,5efd10a6-658a-25d6-4cb8-b4e002a12122,69,2,7,1,1,4,10,4,93721,1,3,2
2020-07-01 16:32:28,2020-07-01 16:41:01,IP Address,*******,100,513,True,2020-07-01 16:41:02,R_27D1rl3Mwl4Cprr,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Disagree,Agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,FALSE,"Lesbian, bisexual, and trans gender women",Liberal,Heterosexual,Woman,Nothing in particular,No,5efd0edc-1aa0-dfce-ec0c-8939eb580aa5,68,2,2,16,1,2,1,4,87112,0,2,3
2020-07-01 16:41:05,2020-07-01 16:41:09,IP Address,*******,100,4,True,2020-07-01 16:41:10,R_W27sL5QVWkqV0cN,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd10de-28e6-971b-53a1-6e339b622bd1,21,2,9,2,1,6,1,3,21227,1,2,0
2020-07-01 16:38:47,2020-07-01 16:41:21,IP Address,*******,100,153,True,2020-07-01 16:41:21,R_3s6wlWOo9G6ADHq,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,FALSE,"Lesbian, bisexual, and trans gender women",Moderate or middle of the road,Heterosexual,Woman,Protestant,No,5efd104a-0fd0-6105-9776-2bc8fd5a4b56,73,2,13,1,1,4,2,2,44067,0,1,3
2020-07-01 16:38:45,2020-07-01 16:41:27,IP Address,*******,100,162,True,2020-07-01 16:41:28,R_emUYwIPkGHtffEd,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,,FALSE,"Black people,Black women",Liberal,Heterosexual,Woman,Hindu,No,5efd1057-b7a0-9e9f-692d-4b23f4f7ee64,32,2,11,4,1,8,4,4,97006,0,1,2
2020-07-01 16:41:33,2020-07-01 16:41:37,IP Address,*******,100,4,True,2020-07-01 16:41:37,R_3PNrse58lUGVcTW,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd10e0-dabb-67c9-72c9-2d6e2fe9af2f,19,2,-3105,16,2,2,7,1,10040,1,2,0
2020-07-01 16:41:37,2020-07-01 16:41:44,IP Address,*******,100,7,True,2020-07-01 16:41:45,R_3MsAzboW0hb5ZLu,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd10e3-846e-0a63-2a11-a848a44c01c1,19,2,1,15,2,2,4,4,94025,1,1,0
2020-07-01 16:41:43,2020-07-01 16:41:48,IP Address,*******,100,5,True,2020-07-01 16:41:48,R_AssUvaiFVal9xmh,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd1120-b7c9-6ed1-bd77-601c6c54eecb,38,2,7,1,1,4,9,1,6495,1,0,2
2020-07-01 16:41:41,2020-07-01 16:41:52,IP Address,*******,100,11,True,2020-07-01 16:41:53,R_24HoU6MV0xWKGhH,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd110f-e603-3fa5-3155-16002eee251d,60,2,4,1,1,3,10,1,3756,0,1,1
2020-07-01 16:39:16,2020-07-01 16:41:59,IP Address,*******,100,162,True,2020-07-01 16:41:59,R_30rfpnGSHZdYd3E,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat agree,Strongly agree,Agree,Disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,FALSE,,,,,,FALSE,Black women,Liberal,Heterosexual,Woman,Roman Catholic,Yes,5efd107a-41a1-1547-83a5-c86baaa6a8f2,69,2,8,1,1,4,1,2,48038,0,1,2
2020-07-01 16:42:04,2020-07-01 16:42:09,IP Address,*******,100,4,True,2020-07-01 16:42:10,R_TckEq6md6erEi65,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd10e8-04b0-1bce-a894-5bb307273328,19,2,7,2,1,7,5,4,92377,1,0,0
2020-07-01 16:41:54,2020-07-01 16:42:16,IP Address,*******,100,22,True,2020-07-01 16:42:16,R_2rSGqFx82FxSnLs,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd109c-d377-e6c9-27ad-149724f820c3,34,2,1,1,1,2,9,3,31503,0,1,0
2020-07-01 16:40:03,2020-07-01 16:42:17,IP Address,*******,100,133,True,2020-07-01 16:42:17,R_3gTV0hqlaNJIHFY,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd10a1-a155-e99c-a36a-d72c5b9c62bc,71,2,13,1,1,4,5,1,6237,1,2,0
2020-07-01 16:41:47,2020-07-01 16:42:35,IP Address,*******,100,48,True,2020-07-01 16:42:35,R_3fAvNCNRFjA5Xk3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd110b-3bba-a13e-7de3-cf7f2afff46f,18,2,1,2,1,2,2,2,48234,0,1,2
2020-07-01 16:42:30,2020-07-01 16:42:35,IP Address,*******,100,5,True,2020-07-01 16:42:35,R_Ab8QNKxTNmF9P5D,*******,*******,*******,*******,*******,*******,anonymous,EN,I do not want to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd1138-8027-2877-f4e3-8d9241765de0,31,2,1,1,2,2,7,3,77471,0,0,1
2020-07-01 16:37:24,2020-07-01 16:42:35,IP Address,*******,100,311,True,2020-07-01 16:42:35,R_28OtkInoJ6jwSVH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Agree,Disagree,Agree,Somewhat disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Agree,Neither agree nor disagree,Agree,Agree,FALSE,,,,,,FALSE,"Black men,Black women",Liberal,Heterosexual,Woman,Roman Catholic,No,5efd1000-f6e1-df07-8e67-d4772f236647,48,2,6,1,1,5,1,2,60110,0,0,2
2020-07-01 16:42:22,2020-07-01 16:42:54,IP Address,*******,100,31,True,2020-07-01 16:42:54,R_sFq7OJPcYDfVX9f,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Disagree,,,,,,FALSE,,,,,,FALSE,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,FALSE,,,,,,FALSE,,,,,,,5efd1124-6c42-7cab-3c97-5fe4e9062619,19,2,1,1,1,2,7,2,43756,1,2,2
2020-07-01 16:41:27,2020-07-01 16:42:59,IP Address,*******,100,91,True,2020-07-01 16:42:59,R_29mtgMXUEWnD2OY,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,FALSE,,,,,,FALSE,,,,,,FALSE,Black people,Slightly liberal,Heterosexual,Woman,Other,No,5efd10f5-df98-dd6e-6baa-02b0efe7c486,35,2,19,10,1,6,3,4,95901,1,0,1
2020-07-01 16:41:39,2020-07-01 16:43:00,IP Address,*******,100,81,True,2020-07-01 16:43:00,R_2VqIesTucpZgdtM,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,FALSE,"Black men,Lesbian, bisexual, and trans gender women",Extremely conservative,Heterosexual,Woman,Protestant,No,5efd1103-4003-f349-e818-66e87a6f2b51,26,2,12,1,1,6,10,4,82070,1,0,3
2020-07-01 16:42:24,2020-07-01 16:43:10,IP Address,*******,100,46,True,2020-07-01 16:43:10,R_9XgGfMBiijjQp9L,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Agree,Disagree,Agree,Agree,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd1105-07b8-a765-9798-5b4971cf8b6c,19,2,1,3,2,6,3,3,42048,0,1,3
2020-07-01 16:42:07,2020-07-01 16:43:12,IP Address,*******,100,65,True,2020-07-01 16:43:13,R_2dR32n9uPnwnsZb,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,FALSE,Neither agree nor disagree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd1118-02f1-f0de-b7ba-8e7bb455e3c7,28,2,3,1,1,1,7,2,55337,0,3,2
2020-07-01 16:40:34,2020-07-01 16:43:15,IP Address,*******,100,161,True,2020-07-01 16:43:16,R_1LYByyzDhZ9H5dg,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Somewhat agree,Strongly agree,Strongly agree,Disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black people,Black women,Women,White women",Moderate or middle of the road,Heterosexual,Woman,Nothing in particular,Yes,5efd10c6-d567-785e-d0b6-8b0c4cedd467,66,2,4,1,1,7,1,2,46933,1,2,1
